 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Tifa	Speaker	TifaCloud!! Be serious!! You really don't want to be in the play that much!?Now I'm mad!	Cloud	Referent
 Tifa	Speaker	TifaCloud!! Be serious!! You really don't want to be in the play that much!?Now I'm mad!	Cloud	Referent
 Tifa	Speaker	TifaOh, how pretty.Look, Cloud.Oh, Cloud.	Cloud	Referent
 Tifa	Speaker	TifaAerith would be able to just come out and say it, probably.Cloud...?Sometimes being old friends is hard.I mean, timing is everything.	Aerith	Referent
 Tifa	Speaker	TifaAerith would be able to just come out and say it, probably.Cloud...?Sometimes being old friends is hard.I mean, timing is everything.	Cloud	Referent
 Tifa	Speaker	TifaCloud...?I..............................	Cloud	Referent
 Tifa	Speaker	TifaCloud I really had fun tonight.	Cloud	Referent
 Tifa	Speaker	TifaThat's...... Cait Sith. He seems strange.	Cait Sith	Referent
 Tifa	Speaker	TifaWe've got no time to relax. Let's go after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	TifaThere's no time to be riding this. Let's hurry after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	TifaThere's no time to waste. Let's hurry and go after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	TifaThere's no time to waste. Let's hurry after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	TifaWe got no time to relax. Let's hurry and go after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	TifaThere's no time to relax. Let's hurry after Cait Sith!	Cait Sith	Referent
 Tifa	Speaker	Cloud- Like to help but...- I guess we'll help youTifa- I'm sorry... really- All right, we'll help	Tifa	Referent
 Tifa	Speaker	TifaCloud, let's listen to what they have to say.	Cloud	Referent
 Tifa	Speaker	TifaCloud......	Cloud	Referent
 Tifa	Speaker	TifaCloud, thanks.	Cloud	Referent
 Tifa	Speaker	TifaCloud...Cloud...	Cloud	Referent
 Tifa	Speaker	Tifa...............?Oh, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaIs it really you, Cloud? I never thought I'd find you here!	Cloud	Referent
 Tifa	Speaker	TifaActually, it's been seven years.You got your wish and joined SOLDIER, quit after the Sephiroth incident, and now you're a mercenary...You told me a lot about what happened after you left Nibelheim...But......Something's wrong. I felt there was something strange about the things you talked about.All the things you didn't know that you should, And other things you shouldn't know that you did...I wanted to make sure...But then I heard... you were going far away...And I didn't want that......I didn't know what to do. So, I thought I needed more time.And that's why I told you about the AVALANCHE job. I wanted to be with you, watch you.	Sephiroth	Referent
 Tifa	Speaker	TifaWhat about Sephiroth?	Sephiroth	Referent
 Tifa	Speaker	TifaWeapon... is protecting Sephiroth?	Sephiroth	Referent
 Tifa	Speaker	TifaWhat are you going to do to Cloud?	Cloud	Referent
 Tifa	Speaker	TifaGas!!Barret, help!!	Barret	Referent
 Tifa	Speaker	Tifa......If only Cloud was here, everything would be fine.Cloud would......Stand that cocky little way he did, and tell us what to do.He'd say, 'Everything's under control, Tifa.'	Cloud	Referent
 Tifa	Speaker	Tifa......If only Cloud was here, everything would be fine.Cloud would......Stand that cocky little way he did, and tell us what to do.He'd say, 'Everything's under control, Tifa.'	Tifa	Referent
 Tifa	Speaker	TifaI'm sorry Barret.I'm kind of shocked myself. I'm so depressed.	Barret	Referent
 Tifa	Speaker	TifaSee!?Just fiddle with the controls, and we'll get somewhere!Hey Cloud? Why don't you try piloting it?They say you don't get motion sickness if you're driving.	Cloud	Referent
 Tifa	Speaker	TifaYou can do it, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaCid... that's beautiful.	Cid	Referent
 Tifa	Speaker	TifaCloud...? Do you think the stars can hear us?Do you think they see how hard we're fighting for them?	Cloud	Referent
 Tifa	Speaker	TifaCloud... Words aren't the only thing that tell people what you're thinking...	Cloud	Referent
 Tifa	Speaker	TifaUmm... G, good morning... Cloud.Give me a little longer... Just a little bit longer...	Cloud	Referent
 Tifa	Speaker	TifaCloud...? Do you think the stars can hear us?Do you think they see how hard we're fighting for them?	Cloud	Referent
 Tifa	Speaker	TifaMmm...... Good morning, Cloud.Give me a little longer... Just a little big longer...	Cloud	Referent
 Tifa	Speaker	TifaMaybe... he dropped some from the North Caves into the Lifestream...Sir, do you know where the Lifestream runs through?Cloud might have drifted from there.	Cloud	Referent
 Tifa	Speaker	TifaCloud fell into the Lifestream at the North Cave, and has been missing ever since.	Cloud	Referent
 Tifa	Speaker	TifaThat's why we're here... Cloud... Cloud has...	Cloud	Referent
 Tifa	Speaker	TifaCloud... Cloud was playing.I wonder what... this is...	Cloud	Referent
 Tifa	Speaker	TifaCloud!! It must be!! It's Cloud!!	Cloud	Referent
 Tifa	Speaker	TifaHe's alive...!Cloud...... Cloud's alive!!	Cloud	Referent
 Tifa	Speaker	TifaCloud!?	Cloud	Referent
 Tifa	Speaker	TifaOh... Cloud!! I'm so glad you're safe!?......!?Cloud......?	Cloud	Referent
 Tifa	Speaker	TifaWh...... what's wrong...... Cloud......?	Cloud	Referent
 Tifa	Speaker	TifaCloud! What happened to you......!?	Cloud	Referent
 Tifa	Speaker	TifaCloud......	Cloud	Referent
 Tifa	Speaker	TifaWhy......? What do you want me to do?Please, Cloud...... Talk to me......Tell me you see me, that you can hear me...... Tell me, please......I came this far believing in the memories we have together...This isn't happening......! This is too cruel......Oh, Cloud......! I............	Cloud	Referent
 Tifa	Speaker	TifaI don't care about anything else, only Cloud......I...... want to be by his side......	Cloud	Referent
 Tifa	Speaker	Tifa (after the North Corel mission)Cloud...... I don't understand a word he's saying......I'm such a fool...... I thought there was something that I could do for him......	Cloud	Referent
 Tifa	Speaker	Tifa (after the Fort Condor mission)......it's no use...... I don't understand a thing, Cloud.What should I do......? What if you never recover for the rest of your life?	Cloud	Referent
 Tifa	Speaker	Tifa (at the door)Cid......!? What's wrong?	Cid	Referent
 Tifa	Speaker	TifaThis is bad...... The tremors are getting worse.Wait a minute, Cloud.Doctor! Shouldn't we move him somewhere rather than stay here...?	Cloud	Referent
 Tifa	Speaker	TifaDon't you worry about a thing, Cloud......I'll see to it that you get somewhere safe!	Cloud	Referent
 Tifa	Speaker	TifaYes!Ready Cloud? We're leaving now!!	Cloud	Referent
 Tifa	Speaker	TifaCloud, help me!!Eyaaaaghh......!!	Cloud	Referent
 Tifa	Speaker	TifaIt connects...... to Nibelheim......?That's right... It's probably best to start from there......Let's go have a look, Cloud. I know it's not easy...... But I'll be right with you......	Cloud	Referent
 Tifa	Speaker	TifaCloud... look.Here's the well...And that's Gramps' Inn, too.The only truck in town. It's been here since we were little kids, right?This is the Nibelheim you remember, right?It's the same as my Nibelheim. That's why this place is...... our Nibelheim.	Cloud	Referent
 Tifa	Speaker	TifaFive Years ago... two men from SOLDIER came...Sephiroth and...... a young and vibrant soldier.Can you tell me again what happened?	Sephiroth	Referent
 Tifa	Speaker	TifaFive Years ago... I saw the real Sephiroth for the very first time.	Sephiroth	Referent
 Tifa	Speaker	TifaSo this is... the Great Sephiroth.	Sephiroth	Referent
 Tifa	Speaker	TifaNo, Cloud.I've been hiding it for some time, afraid that if I told you... something terrible might happen.But, I'm not going to hide anything anymore.	Cloud	Referent
 Tifa	Speaker	TifaYou weren't here. Cloud did not come to Nibelheim five years ago.	Cloud	Referent
 Tifa	Speaker	TifaI... waited. But, Cloud... never came.The two that were ordered here were Sephiroth and another person...	Cloud	Referent
 Tifa	Speaker	TifaI... waited. But, Cloud... never came.The two that were ordered here were Sephiroth and another person...	Sephiroth	Referent
 Tifa	Speaker	TifaThere's nothing...... I can say......You must find the answer yourself......If you can't...... Then you......Take your time, Cloud. Slowly...... little by little, okay?	Cloud	Referent
 Tifa	Speaker	TifaDon't hurry, Cloud...... Don't answer too quickly.Just keep checking all those small emotions and it'll come back...... Slowly...... little by little.......Right... like the sky that night...... the heavens were filled with stars......	Cloud	Referent
 Tifa	Speaker	TifaTry and remember, Cloud.	Cloud	Referent
 Tifa	Speaker	TifaCloud, what about your other memories?No, not memories.A memory is something that has to be consciously recalled, right?That's why sometimes it can be mistaken and a different thing......But it's different from a memory locked deep within your heart......That's why it must be a fake. If he could recall up that memory......That's it! What about some memory that has to do with me?I say something and you don't remember it......But you say something, and I remember it, too... Then we'll know that's our memory......Talk to me. About anything, some important memory to you...Now that you mention it, why did you want to join SOLDIER in the first place?I always thought it was a sudden decision you made......	Cloud	Referent
 Tifa	Speaker	TifaYeah... it was so sudden. I was... a bit surprised.But...It's true that we weren't THAT close, but...After you left town, I really thought about you a lot.I used to wonder how Cloud was doing.I wonder if Cloud was able to get into SOLDIER?I started reading the newspapers, thinking that there might be an article about you.	Cloud	Referent
 Tifa	Speaker	TifaSo that was it......Sorry, Cloud.If I had only remembered more clearly what happened, I could have done something sooner......	Cloud	Referent
 Tifa	Speaker	TifaBut, I remember back when we were eight!That's it! Now I know!You weren't created five years ago.My childhood memories weren't all made up!Hang in there Cloud! Just a little longer! You've almost found the real you!Let's go back to Nibelheim again......!	Cloud	Referent
 Tifa	Speaker	TifaCloud, wait.Where are you going?	Cloud	Referent
 Tifa	Speaker	TifaHey! It's Cloud!	Cloud	Referent
 Tifa	Speaker	TifaThat's right! It was Zack who came to Nibelheim with Sephiroth!Then, where were you, Cloud?	Sephiroth	Referent
 Tifa	Speaker	TifaThat's right! It was Zack who came to Nibelheim with Sephiroth!Then, where were you, Cloud?	Cloud	Referent
 Tifa	Speaker	TifaCloud... Did you... see it all?	Cloud	Referent
 Tifa	Speaker	TifaCloud!?	Cloud	Referent
 Tifa	Speaker	TifaIt's all right... Cloud.	Cloud	Referent
 Tifa	Speaker	TifaCloud......	Cloud	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaOh, Cloud......! It's really you, isn't it?	Cloud	Referent
 Tifa	Speaker	TifaCloud!? Are you all right!?	Cloud	Referent
 Tifa	Speaker	TifaI see. We're... in the Lifestream aren't we?Everyone's waiting.Let's go back, Cloud. Back to everyone......	Cloud	Referent
 Tifa	Speaker	TifaBarret...... I...... When I was in the Lifestream I saw the real Cloud.I mean, I didn't really find him. Cloud found himself on his own...	Barret	Referent
 Tifa	Speaker	TifaBarret...... I...... When I was in the Lifestream I saw the real Cloud.I mean, I didn't really find him. Cloud found himself on his own...	Cloud	Referent
 Tifa	Speaker	TifaYou're sure messed up, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaLet's do our best, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaNow we're going to fight Sephiroth.I wonder what the inside of that cave looks like? You think Sephiroth is just sitting there waiting for Meteor?	Sephiroth	Referent
 Tifa	Speaker	TifaI can't believe Sephiroth is Hojo's son...	Sephiroth	Referent
 Tifa	Speaker	TifaCait Sith...... Barret, he knows what he did.What we did in Midgar can't be forgotten no matter what the reason.	Cait Sith	Referent
 Tifa	Speaker	TifaCait Sith...... Barret, he knows what he did.What we did in Midgar can't be forgotten no matter what the reason.	Barret	Referent
 Tifa	Speaker	Tifa...no good. Cloud, let's have the others come.	Cloud	Referent
 Tifa	Speaker	TifaBut Aerith is gone.	Aerith	Referent
 Tifa	Speaker	TifaI wonder what Aerith felt... when she was on that altar...?	Aerith	Referent
 Tifa	Speaker	TifaReally? I wonder? I don't think that's it at all.I think she didn't think she would die at all, but that she planned on coming back all along.She always used to talk about the 'Next time'.She talked about the future more than any of us...Although she never talked about it to us she must've had a rough life...I think Aerith looked forward to tomorrow and the future more than anyone......she must've had many many dreams......	Aerith	Referent
 Tifa	Speaker	TifaThe time has come to settle things with Sephiroth, huh?	Sephiroth	Referent
 Tifa	Speaker	TifaI, too, have lost many things because of Sephiroth.Let's go!	Sephiroth	Referent
 Tifa	Speaker	TifaCloud, wait for me!!Please take me with you. You're going to have it out with Sephiroth, aren't you?Because of Sephiroth, I, too, have lost many things, so please take me along.Don't say no. Okay?......	Cloud	Referent
 Tifa	Speaker	TifaCloud, wait for me!!Please take me with you. You're going to have it out with Sephiroth, aren't you?Because of Sephiroth, I, too, have lost many things, so please take me along.Don't say no. Okay?......	Sephiroth	Referent
 Tifa	Speaker	TifaNot Sephiroth!? You mean all this time it wasn't Sephiroth we've been after?	Sephiroth	Referent
 Tifa	Speaker	TifaBut Sephiroth is......	Sephiroth	Referent
 Tifa	Speaker	TifaLet's find Sephiroth!!	Sephiroth	Referent
 Tifa	Speaker	TifaStop... Sephiroth.	Sephiroth	Referent
 Tifa	Speaker	TifaCloud... It's just an illusion.Don't worry about it...	Cloud	Referent
 Tifa	Speaker	TifaI don't want to... watch this. Cloud... don't watch.	Cloud	Referent
 Tifa	Speaker	TifaCloud... Don't listen to him...Close your ears! Close your eyes!	Cloud	Referent
 Tifa	Speaker	TifaCloud...	Cloud	Referent
 Tifa	Speaker	TifaNo, that's not true, Cloud......	Cloud	Referent
 Tifa	Speaker	TifaThat's not what I mean... I don't know how to say it...Cloud, I need some time... Just give me a little time...	Cloud	Referent
 Tifa	Speaker	TifaCloud...Please... don't think right now.	Cloud	Referent
 Tifa	Speaker	TifaCloud... don't...	Cloud	Referent
 Tifa	Speaker	Tifa......Cloud?	Cloud	Referent
 Tifa	Speaker	TifaBarret, you're here! I'm so glad!!	Barret	Referent
 Tifa	Speaker	TifaEveryone's waiting! Cloud's in trouble!Please come. Help us!Over there!	Cloud	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaCloud!!	Cloud	Referent
 Tifa	Speaker	TifaNo, don't!! Please stop, Cloud!	Cloud	Referent
 Tifa	Speaker	TifaWhat are you so happy about, Professor? You know what this means, don't you?Cloud has the Black Materia!Sephiroth is going to summon Meteor! Every single person is going to die!	Cloud	Referent
 Tifa	Speaker	TifaWhat are you so happy about, Professor? You know what this means, don't you?Cloud has the Black Materia!Sephiroth is going to summon Meteor! Every single person is going to die!	Sephiroth	Referent
 Tifa	Speaker	TifaCloud------!!	Cloud	Referent
 Tifa	Speaker	TifaHey, Cloud... Would you tell me 'It's all right'?	Cloud	Referent
 Tifa	Speaker	TifaNow I feel like things are really going to be all right.Thanks, Cloud.I'm all right. I'm not going to chicken out at the last minute.	Cloud	Referent
 Tifa	Speaker	TifaCloud, look.	Cloud	Referent
 Tifa	Speaker	TifaCloud... Cloud...	Cloud	Referent
 Tifa	Speaker	TifaCloud...?	Cloud	Referent
 Tifa	Speaker	TifaHoly...... Aerith......	Aerith	Referent
 Tifa	Speaker	TifaWe're not gonna lose!!Aerith is here... everyone is here... Cloud is here with us!There's still many things for us to do... I'm not giving up!!	Aerith	Referent
 Tifa	Speaker	TifaWe're not gonna lose!!Aerith is here... everyone is here... Cloud is here with us!There's still many things for us to do... I'm not giving up!!	Cloud	Referent
 Tifa	Speaker	TifaCloud!?	Cloud	Referent
 Tifa	Speaker	TifaCloud!	Cloud	Referent
 Corneo	Speaker	CorneoNo way!Hmm? Barret? That sounds familiar...	Barret	Referent
 Priscilla	Speaker	PriscillaPretty cool, huh? When I blow this whistle, Mr. Dolphin jumps for me.Here!! This is for you, Cloud!	Cloud	Referent
 Priscilla	Speaker	PriscillaWho are you---?Cloud!!Stupid jerk! Look how much you made me worry!! Were you at the Lifestream?	Cloud	Referent
 Priscilla	Speaker	PriscillaHuh, Cloud!?Hurry up and help him!! He's very important to me.	Cloud	Referent
 Red XIII	Speaker	Red XIIICloud, didn't you finish Rufus off?	Cloud	Referent
 Red XIII	Speaker	Red XIIICloud, didn't you finish Rufus off?	Rufus	Referent
 Red XIII	Speaker	Red XIIIWe're counting on you, Cloud.	Cloud	Referent
 Red XIII	Speaker	Red XIIII am home! It is I, Nanaki!	Nanaki	Referent
 Red XIII	Speaker	Red XIIIMmm!? Isn't that Barret?	Barret	Referent
 Red XIII	Speaker	Red XIIIBarret...	Barret	Referent
 Red XIII	Speaker	Red XIIIYou're right. Cloud should do it.	Cloud	Referent
 Red XIII	Speaker	Red XIIICloud!Don't go by yourself...	Cloud	Referent
 Red XIII	Speaker	Red XIIIRead it out loud, Cloud.	Cloud	Referent
 Red XIII	Speaker	Red XIIICloud, it's all right with you?	Cloud	Referent
 Red XIII	Speaker	Red XIIIHey, Cloud!	Cloud	Referent
 Red XIII	Speaker	Red XIII............It's me.Red XIII.I'm a little woozy, but I shouldn't get caught.Humans only look at appearances anyway.Anyway you look at it, I'd say I make a fine human being.	Red XIII	Referent
 Red XIII	Speaker	Red XIIIOver there, Cloud.	Cloud	Referent
 Red XIII	Speaker	Red XIIISephiroth took Jenova... What does it mean?	Sephiroth	Referent
 Red XIII	Speaker	Red XIIIHmm... The story's not that simple.Cloud, why don't you summarize what's happened so far?	Cloud	Referent
 Red XIII	Speaker	Red XIII...huff... puff... Stop, Cloud!	Cloud	Referent
 Red XIII	Speaker	Red XIIILet's go Cloud.	Cloud	Referent
 Red XIII	Speaker	Red XIIIThat would seem to explain the increase in the number of monsters recently.I think we should listen carefully to Cloud. Don't you think so Barret?	Cloud	Referent
 Red XIII	Speaker	Red XIIIThat would seem to explain the increase in the number of monsters recently.I think we should listen carefully to Cloud. Don't you think so Barret?	Barret	Referent
 Yuffie	Speaker	YuffieDo it, Cloud!	Cloud	Referent
 Yuffie	Speaker	YuffieCloud! What are you doing?	Cloud	Referent
 Yuffie	Speaker	YuffieWhat!? Cloud!	Cloud	Referent
 Yuffie	Speaker	YuffieAerith! Cloud, what're you doing!?	Aerith	Referent
 Yuffie	Speaker	YuffieAerith! Cloud, what're you doing!?	Cloud	Referent
 Yuffie	Speaker	YuffieOh man! Cloud......!	Cloud	Referent
 Yuffie	Speaker	YuffieHey? Isn't that guy, Barret?	Barret	Referent
 Yuffie	Speaker	YuffieHey, Cloud! Just leave him alone.I mean, he told us to, didn't he? Then that's that, right?	Cloud	Referent
 Yuffie	Speaker	YuffieWell, Cloud go get 'em!	Cloud	Referent
 Yuffie	Speaker	YuffieHuh? Hey...HEY!Wait! I haven't even told you my name......I'm Yuffie! Good to meetcha!	Yuffie	Referent
 Yuffie	Speaker	YuffieCloud!Let's go together, Cloud!	Cloud	Referent
 Yuffie	Speaker	YuffieWow!Geez!!Cloud!Oh my gawd!Geez!	Cloud	Referent
 Yuffie	Speaker	YuffieHe's weird! Cloud, don't let him come!	Cloud	Referent
 Yuffie	Speaker	YuffieCloud! Are we just going to leave the others?	Cloud	Referent
 Yuffie	Speaker	YuffieAhhh--- I can't go another step!!We're looking for Aerith, right! Then why are you heading for the mountains!? What a dork!	Aerith	Referent
 Yuffie	Speaker	YuffieHey---, Cloud. What's your problem?	Cloud	Referent
 Yuffie	Speaker	YuffieNo way---! Sephiroth wasn't invited!	Sephiroth	Referent
 Yuffie	Speaker	YuffieUmmm... Which way did that Sephiroth guy go?	Sephiroth	Referent
 Yuffie	Speaker	YuffieUrrrgh... This is why... I hate ships.Hey, Cloud. You have any 'Tranquilizers'?	Cloud	Referent
 Yuffie	Speaker	Yuffie (backing away)N, not me...I don't even like Sephiroth anyway. And beside...... ugh...... urk......	Sephiroth	Referent
 Yuffie	Speaker	YuffieSo what's the story?Hey Cloud. Give us a quick run down.	Cloud	Referent
 Yuffie	Speaker	YuffieCloud, let's steal it! I love stealing from the Shinra!	Cloud	Referent
 Yuffie	Speaker	YuffieI'm Yuffie!	Yuffie	Referent
 Yuffie	Speaker	YuffieAh, Cloud! Let me make a buck why don't you?I'm sellin' Materia. Why don't you buy some!?	Cloud	Referent
 Yuffie	Speaker	YuffieKnock it off, Cloud! Look I don't know, but he knows a lot of stuff, right?	Cloud	Referent
 Yuffie	Speaker	YuffieI'm not sympathizing with Barret! He never should have trusted Shinra, Inc. ...	Barret	Referent
 Yuffie	Speaker	YuffieCloud you up?	Cloud	Referent
 Yuffie	Speaker	YuffieCloud, let's go.	Cloud	Referent
 Yuffie	Speaker	YuffieI don't know what it's all about but sounds kind of cool. Wanna try it, Cloud?	Cloud	Referent
 Yuffie	Speaker	YuffieCloud... I mean, Alfred...	Cloud	Referent
 Yuffie	Speaker	YuffieCome on, Cloud!! I'm tryin' to be serious here and you...Ok, now I'm pissed!	Cloud	Referent
 Yuffie	Speaker	YuffieCome on, Cloud!! I'm tryin' to be serious here and you...Ok, now I'm pissed!	Cloud	Referent
 Yuffie	Speaker	YuffieCome on, Cloud!! I'm tryin' to be serious here and you...Ok, now I'm pissed!	Cloud	Referent
 Yuffie	Speaker	YuffieCloud... I mean, Alfred...	Cloud	Referent
 Yuffie	Speaker	YuffieCome on, Cloud!! I'm tryin' to be serious here and you...Ok, now I'm pissed!	Cloud	Referent
 Yuffie	Speaker	YuffieCome on, Cloud!! I'm tryin' to be serious here and you...Ok, now I'm pissed!	Cloud	Referent
 Yuffie	Speaker	YuffieI didn't get it. Cloud, let's go on the Gondola next.	Cloud	Referent
 Yuffie	Speaker	Yuffie (sitting backwards to lean out the window)Wow!Geez!!Cloud!	Cloud	Referent
 Yuffie	Speaker	YuffieYou wanna go back, Cloud?	Cloud	Referent
 Yuffie	Speaker	YuffieHey, isn't that Cait Sith? What's he doing?	Cait Sith	Referent
 Yuffie	Speaker	YuffieIs it all right to relax like that? Aren't we going after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieCan we be wasting time like this? Aren't we going after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieShould we be wasting time like this? Aren't we going after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieShould we be doing that? We've got to go after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieYou got time to fool around like that? Aren't you goin' after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieShould we be this laid back? Aren't we going after Cait Sith?	Cait Sith	Referent
 Yuffie	Speaker	YuffieCloud, right...?	Cloud	Referent
 Yuffie	Speaker	YuffieIt is you Cloud......	Cloud	Referent
 Yuffie	Speaker	YuffieDon't make so much noise...... It's me, ME! Yuffie!	Yuffie	Referent
 Yuffie	Speaker	YuffieGee, Cloud...... that's so nice of you to say that. ......You sick?Well, whatever. I'm gonna be in my reserved seat in the hall...... waiting...... upp! ......Urk!	Cloud	Referent
 Yuffie	Speaker	YuffieYou okay, Tifa?	Tifa	Referent
 Yuffie	Speaker	YuffieLook after Cloud. Take care, Tifa.	Cloud	Referent
 Yuffie	Speaker	YuffieLook after Cloud. Take care, Tifa.	Tifa	Referent
 Yuffie	Speaker	YuffieCid......????I know you're all dyin' to talk to a babe like me!But just leave me alone. This ship makes me...... urk...!!	Cid	Referent
 Yuffie	Speaker	YuffieBut what about Tifa and Cloud......!?	Tifa	Referent
 Yuffie	Speaker	YuffieBut what about Tifa and Cloud......!?	Cloud	Referent
 Yuffie	Speaker	Yuffie......so you're a little better off than me.But I don't feel...... well.Where's the next stop? Can't you get there any quicker?Cloud, put me in your party, so I can get off this ship.	Cloud	Referent
 Yuffie	Speaker	YuffieWhat's the pilot like?Tell him Yuffie says if he pilots the plane smoothly, give him my autograph...	Yuffie	Referent
 Yuffie	Speaker	YuffieAre you waiting for Cloud?He's flying right now, so you can't get him.Were you going to force me into the submarine right now?Quit it! If you want to go, then just leave me behind.............ooooooh. What're you talking about? I......	Cloud	Referent
 Yuffie	Speaker	YuffieCloud...... urp...... ugh.You know, I was thinking...... phew...... Why does materia always have something to do with battles or magic?I bet the Ancients must've always been fighting.It must've been... ugh... terrible...	Cloud	Referent
 Yuffie	Speaker	YuffieWhat!? You mean that wasn't Sephiroth? All that time I was following this... thing?	Sephiroth	Referent
 Yuffie	Speaker	YuffieShouldn't we hurry? The real Sephiroth is still close, right?	Sephiroth	Referent
 Yuffie	Speaker	YuffieHuh---! Cloud's not here.	Cloud	Referent
 Yuffie	Speaker	YuffieCloud...... sign this.	Cloud	Referent
 Yuffie	Speaker	YuffieOh yeah......?I'm the same way, so I can't say too much......Damn! My plan failed. Let's pick on Nanaki later to let off steam.	Nanaki	Referent
 Yuffie	Speaker	YuffieOh man... 'Materia Hunter Yuffie' sounds like the last chapter of 'Materia Forever.'	Yuffie	Referent
 Yuffie	Speaker	YuffieOh, all right.Here, Cloud.	Cloud	Referent
 Yuffie	Speaker	YuffieHeh heh, I'm fine with that. (It's probably more fun than fighting Sephiroth down there.)	Sephiroth	Referent
 Commander	Speaker	CommanderToday's the big day when we welcome President Rufus! Hurry up and change!There's a uniform in the locker. Hurry and change!	Rufus	Referent
 Commander	Speaker	CommanderGood! We made it.Oh! President Rufus!Hey! Line up and shut up!Don't make a move!	Rufus	Referent
 Commander	Speaker	CommanderThis is the military, soldier!! Your orders for today are to send off President Rufus at the dock!I'll keep drilling you until it's time!	Rufus	Referent
 Commander	Speaker	CommanderYou... you! Why are you here? Rude of the Turks should've been here!!	Rude	Referent
 Rufus	Speaker	RufusOnce the word gets out that Sephiroth's here, Cloud and his friends will show up, too.	Sephiroth	Referent
 Rufus	Speaker	RufusOnce the word gets out that Sephiroth's here, Cloud and his friends will show up, too.	Cloud	Referent
 Rufus	Speaker	RufusI want to borrow the Tiny Bronco.We're going after Sephiroth. But seems like we've been going in the wrong direction.But now, we think we know where he's headed. But, we have to cross the ocean. That's why we want your plane...	Sephiroth	Referent
 Rufus	Speaker	RufusSo... So Sephiroth was actually here. ...By the way.Who are you guys?	Sephiroth	Referent
 Rufus	Speaker	RufusWhat a crew.Well, I'm Rufus. The President of Shinra, Inc.	Rufus	Referent
 Rufus	Speaker	RufusHm, exactly.Mm? Did you know that Sephiroth is an Ancient?	Sephiroth	Referent
 Rufus	Speaker	RufusI heard Sephiroth was on board.	Sephiroth	Referent
 Rufus	Speaker	RufusAnd it seems Cloud and the others were on board, too.	Cloud	Referent
 Rufus	Speaker	RufusI thought Cloud would show up to save you all...Professor Hojo wanted to check up on Cloud, too.	Cloud	Referent
 Rufus	Speaker	RufusSephiroth's alter ego...Meteor has been summoned... Essentially, it's all but over now.So, there's no need for you now.No, maybe there is an important task for you...	Sephiroth	Referent
 Rufus	Speaker	RufusNow then...... We're faced with two issues.1 Destroy Meteor. 2 Remove the barrier around North Cave and defeat Sephiroth.Any ideas?	Sephiroth	Referent
 Heidegger	Speaker	HeideggerGya hah, hah, hah! The President's sure done it this time!If we can only defeat Sephiroth, the idea that Meteor will also disappear is based on different objectives!	Sephiroth	Referent
 Rude	Speaker	RudeTo the Turks... To Reno... cheers!	Reno	Referent
 Rude	Speaker	Rude......Elena.	Elena	Referent
 Rude	Speaker	Rude...Then Elena, explain.	Elena	Referent
 Rude	Speaker	Rude...Reno said he wanted to see you after the injuries you gave him healed.He wants to show his affection for you all... with a new weapon.	Reno	Referent
 Rude	Speaker	Rude.........Tifa.	Tifa	Referent
 Rude	Speaker	RudeNo, she likes Tseng.	Tseng	Referent
 Rude	Speaker	RudeWe're Turks, Elena.	Elena	Referent
 Tseng	Speaker	TsengUh... I've been had.It's not the Promised Land... Sephiroth's searching for...	Sephiroth	Referent
 Tseng	Speaker	TsengYeah...Hey Elena, how 'bout dinner after this job's over?	Elena	Referent
 Tseng	Speaker	TsengSephiroth!!	Sephiroth	Referent
 Tseng	Speaker	Tseng...Elena. You talk too much.	Elena	Referent
 Tseng	Speaker	Tseng...Elena. You don't seem to understand.	Elena	Referent
 Tseng	Speaker	Tseng...Go. Don't let Sephiroth get away.	Sephiroth	Referent
 Tseng	Speaker	TsengAerith... Long time no see.Looks like you got away from the Shinra for a while, now that Sephiroth reappeared.	Aerith	Referent
 Tseng	Speaker	TsengAerith... Long time no see.Looks like you got away from the Shinra for a while, now that Sephiroth reappeared.	Sephiroth	Referent
 Tseng	Speaker	Tseng...Where's Aerith? She's not with you?	Aerith	Referent
 Tseng	Speaker	TsengWe want you to return Aerith to us. We've been searching for her for a long time.	Aerith	Referent
 Tseng	Speaker	TsengAerith, you're a very special child. You are of special blood.Your real mother was an 'Ancient'.	Aerith	Referent
